jira_id,pr_id,jira_description,pr_description,lines_added,lines_deleted,files_changed,comment_count,similarity_score
PROJ-1147,PR-1147,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,14,33,"['tests/test_search.py', 'tests/test_user.py', 'src/search/index.py', 'tests/test_pipeline.py', 'tests/test_database.py']",17,0.962519
PROJ-1148,PR-1148,Resolve database timeouts issue in email module,Fixed database timeouts in email module,195,51,"['tests/test_file.py', 'tests/test_database.py', 'tests/test_search.py', 'src/database/models.py']",1,0.9739392
PROJ-1149,PR-1149,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,179,84,['tests/test_user.py'],7,0.962981
PROJ-1150,PR-1150,Improve logging performance using asyncio,Enhanced logging with asyncio for better performance,12,53,"['src/database/queries.py', 'tests/test_user.py']",12,0.96698475
PROJ-1151,PR-1151,Improve logging performance using Memcached,Enhanced logging with Memcached for better performance,76,37,"['tests/test_file.py', 'src/email/sender.py', 'src/database/models.py', 'src/search/index.py']",17,0.95759255
PROJ-1152,PR-1152,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,97,30,"['tests/test_file.py', 'src/logger/logger.py', 'tests/test_logger.py', 'src/pipeline/processor.py']",2,0.95016724
PROJ-1153,PR-1153,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,146,29,"['src/file/uploader.py', 'tests/test_api.py', 'tests/test_search.py', 'src/logger/logger.py']",18,0.97024584
PROJ-1154,PR-1154,Implement Redis caching API endpoint using JWT,Added Redis caching API endpoint with JWT,98,54,"['src/auth/auth.py', 'tests/test_search.py', 'src/search/index.py', 'tests/test_file.py']",4,0.9649875
PROJ-1155,PR-1155,Resolve null API responses issue in email module,Fixed null API responses in email module,144,27,"['tests/test_logger.py', 'tests/test_auth.py', 'src/database/queries.py', 'src/logger/logger.py', 'tests/test_search.py']",11,0.9569799
PROJ-1157,PR-1157,Implement user authentication API endpoint using smtplib,Added user authentication API endpoint with smtplib,21,5,"['tests/test_auth.py', 'tests/test_search.py', 'tests/test_api.py', 'src/database/models.py', 'src/search/index.py']",20,0.95221674
PROJ-1158,PR-1158,Implement search pagination API endpoint using OAuth,Added search pagination API endpoint with OAuth,15,75,['src/file/uploader.py'],2,0.9672997
PROJ-1159,PR-1159,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,137,7,"['src/search/index.py', 'tests/test_file.py', 'src/pipeline/processor.py', 'tests/test_database.py', 'tests/test_pipeline.py']",11,0.8890615
PROJ-1160,PR-1160,Resolve database timeouts issue in api module,Fixed database timeouts in api module,76,46,"['src/file/uploader.py', 'tests/test_email.py', 'tests/test_file.py', 'tests/test_user.py']",19,0.9690673
PROJ-1161,PR-1161,Resolve null API responses issue in auth module,Fixed null API responses in auth module,168,50,['src/database/models.py'],7,0.95804626
PROJ-1162,PR-1162,Resolve null API responses issue in user module,Fixed null API responses in user module,189,27,"['src/pipeline/processor.py', 'src/auth/utils.py', 'src/database/queries.py', 'src/email/sender.py']",17,0.96137744
PROJ-1163,PR-1163,Implement Redis caching API endpoint using OAuth,Added Redis caching API endpoint with OAuth,67,30,"['src/email/sender.py', 'tests/test_search.py', 'tests/test_pipeline.py']",17,0.9593353
PROJ-1164,PR-1164,Implement search pagination API endpoint using JWT,Minor updates to README and cleanup in unrelated modules,172,68,"['src/database/queries.py', 'src/search/index.py', 'src/api/views.py']",10,0.01873347
PROJ-1165,PR-1165,Implement Redis caching API endpoint using Redis,Added Redis caching API endpoint with Redis,64,30,"['src/email/sender.py', 'src/auth/auth.py', 'src/pipeline/processor.py']",5,0.9495712
PROJ-1166,PR-1166,Improve data pipeline performance using multiprocessing,Enhanced data pipeline with multiprocessing for better performance,138,38,"['tests/test_database.py', 'tests/test_email.py', 'src/logger/logger.py', 'src/user/models.py', 'tests/test_file.py']",6,0.95579195
PROJ-1167,PR-1167,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,167,93,"['src/api/views.py', 'tests/test_user.py', 'src/auth/auth.py', 'src/email/sender.py', 'src/logger/logger.py']",15,0.8890615
PROJ-1168,PR-1168,Implement email notifications API endpoint using JWT,Added email notifications API endpoint with JWT,175,68,"['src/file/uploader.py', 'tests/test_file.py']",20,0.9478601
PROJ-1169,PR-1169,Resolve session expiry issue in api module,Fixed session expiry in api module,31,27,"['tests/test_auth.py', 'src/database/models.py', 'tests/test_email.py', 'tests/test_user.py']",14,0.95596325
PROJ-1170,PR-1170,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,101,69,"['src/api/views.py', 'tests/test_file.py', 'src/pipeline/processor.py']",10,0.95016724
PROJ-1171,PR-1156,Improve API performance performance using multiprocessing,Added search pagination API endpoint with OAuth,75,83,"['src/database/models.py', 'src/logger/logger.py', 'tests/test_api.py']",1,0.09087899
PROJ-1171,PR-1171,Improve API performance performance using multiprocessing,Enhanced API performance with multiprocessing for better performance,157,22,"['tests/test_file.py', 'src/email/sender.py']",4,0.96614754
PROJ-1172,PR-1172,Resolve database timeouts issue in pipeline module,Fixed database timeouts in pipeline module,141,63,"['tests/test_auth.py', 'src/search/index.py', 'src/user/models.py', 'src/auth/utils.py', 'tests/test_api.py']",16,0.972178
PROJ-1173,PR-1173,Implement search pagination API endpoint using OAuth,Added search pagination API endpoint with OAuth,18,11,['src/database/queries.py'],1,0.9672997
PROJ-1174,PR-1174,Resolve database timeouts issue in logger module,Fixed database timeouts in logger module,160,56,"['tests/test_pipeline.py', 'src/logger/logger.py']",17,0.9720838
PROJ-1175,PR-1175,Resolve session expiry issue in search module,Fixed session expiry in search module,51,37,"['src/search/index.py', 'src/pipeline/processor.py']",14,0.96001196
PROJ-1176,PR-1176,Improve file uploads performance using JSONFormatter,Enhanced file uploads with JSONFormatter for better performance,113,82,"['tests/test_database.py', 'src/database/models.py', 'src/file/uploader.py', 'tests/test_email.py']",15,0.9657508
PROJ-1177,PR-1177,Resolve database timeouts issue in email module,Minor updates to README and cleanup in unrelated modules,152,13,"['src/logger/logger.py', 'src/pipeline/processor.py', 'src/user/models.py', 'src/auth/auth.py', 'tests/test_api.py']",9,0.17733906
PROJ-1178,PR-1178,Implement user authentication API endpoint using Redis,Added user authentication API endpoint with Redis,108,96,"['tests/test_pipeline.py', 'tests/test_search.py', 'tests/test_auth.py', 'src/auth/utils.py', 'src/user/models.py']",9,0.9395503
PROJ-1179,PR-1179,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,33,41,"['src/pipeline/processor.py', 'src/api/views.py', 'src/logger/logger.py']",10,0.9463666
PROJ-1180,PR-1180,Improve logging performance using multiprocessing,Enhanced logging with multiprocessing for better performance,39,6,"['src/auth/utils.py', 'src/user/models.py']",18,0.9587691
PROJ-1181,PR-1181,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,145,30,['src/search/index.py'],18,0.8890615
PROJ-1182,PR-1182,Resolve null API responses issue in email module,Fixed null API responses in email module,166,84,"['tests/test_user.py', 'src/auth/utils.py', 'tests/test_logger.py']",1,0.9569799
PROJ-1183,PR-1183,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,53,33,"['src/api/views.py', 'tests/test_email.py', 'src/email/sender.py', 'src/pipeline/processor.py', 'tests/test_file.py']",10,0.96890056
PROJ-1184,PR-1184,Improve query execution performance using JSONFormatter,Enhanced query execution with JSONFormatter for better performance,77,100,['src/file/uploader.py'],1,0.9652349
PROJ-1185,PR-1185,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,196,59,"['src/logger/logger.py', 'tests/test_logger.py', 'src/auth/utils.py', 'src/auth/auth.py']",12,0.96890056
PROJ-1186,PR-1186,Implement Redis caching API endpoint using Redis,Added Redis caching API endpoint with Redis,53,90,"['tests/test_user.py', 'tests/test_logger.py']",17,0.9495712
PROJ-1187,PR-1187,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,36,43,"['src/pipeline/processor.py', 'src/api/views.py', 'src/search/index.py']",6,0.962519
PROJ-1188,PR-1188,Implement password reset API endpoint using JWT,Added password reset API endpoint with JWT,76,60,"['tests/test_file.py', 'src/auth/utils.py', 'src/api/views.py', 'src/email/sender.py', 'tests/test_auth.py']",7,0.9563129
PROJ-1190,PR-1190,Resolve session expiry issue in auth module,Fixed session expiry in auth module,133,40,"['src/auth/auth.py', 'tests/test_file.py', 'tests/test_user.py', 'src/database/queries.py', 'src/auth/utils.py']",6,0.95209956
PROJ-1191,PR-1191,Resolve null API responses issue in file module,Fixed null API responses in file module,92,45,"['src/auth/auth.py', 'src/email/sender.py', 'tests/test_auth.py', 'tests/test_user.py', 'src/api/views.py']",7,0.9627614
PROJ-1192,PR-1192,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,92,36,"['src/database/queries.py', 'src/file/uploader.py', 'tests/test_file.py']",12,0.97024584
PROJ-1193,PR-1193,Improve data pipeline performance using NumPy,Enhanced data pipeline with NumPy for better performance,47,82,"['tests/test_pipeline.py', 'src/logger/logger.py', 'src/email/sender.py']",7,0.94986725
PROJ-1194,PR-1194,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,94,91,['src/email/sender.py'],10,0.8890615
PROJ-1195,PR-1204,Implement password reset API endpoint using Elasticsearch,Enhanced data pipeline with asyncio for better performance,85,40,"['tests/test_auth.py', 'src/logger/logger.py', 'src/api/views.py']",8,0.07987439
PROJ-1195,PR-1195,Implement password reset API endpoint using Elasticsearch,Added password reset API endpoint with Elasticsearch,17,66,"['tests/test_api.py', 'src/api/views.py', 'src/database/models.py', 'tests/test_logger.py']",8,0.95882916
PROJ-1196,PR-1196,Implement Redis caching API endpoint using JWT,Added Redis caching API endpoint with JWT,178,5,['src/auth/utils.py'],15,0.9649875
PROJ-1197,PR-1197,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,167,54,"['src/pipeline/processor.py', 'tests/test_database.py', 'tests/test_pipeline.py', 'tests/test_api.py', 'tests/test_logger.py']",18,0.9477899
PROJ-1198,PR-1198,Resolve null API responses issue in auth module,Fixed null API responses in auth module,47,91,"['tests/test_user.py', 'tests/test_api.py']",8,0.95804644
PROJ-1199,PR-1199,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,179,35,"['src/auth/utils.py', 'tests/test_user.py', 'src/database/queries.py', 'src/file/uploader.py']",4,0.962981
PROJ-1200,PR-1200,Resolve session expiry issue in user module,Fixed session expiry in user module,153,42,"['src/database/models.py', 'src/auth/utils.py']",2,0.9502952
PROJ-1201,PR-1201,Improve API performance performance using JSONFormatter,Enhanced API performance with JSONFormatter for better performance,72,50,"['tests/test_logger.py', 'src/pipeline/processor.py', 'src/file/uploader.py', 'src/auth/utils.py', 'tests/test_pipeline.py']",19,0.9698429
PROJ-1202,PR-1202,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,192,16,['src/database/models.py'],15,0.962981
PROJ-1203,PR-1203,Resolve SQL injection issue in file module,Fixed SQL injection in file module,10,98,"['tests/test_pipeline.py', 'src/auth/auth.py', 'src/auth/utils.py', 'src/database/models.py', 'src/file/uploader.py']",0,0.9471513
PROJ-1205,PR-1205,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,109,44,['src/auth/auth.py'],2,0.9477899
PROJ-1206,PR-1206,Improve logging performance using multiprocessing,Enhanced logging with multiprocessing for better performance,33,11,"['src/logger/logger.py', 'tests/test_file.py', 'src/auth/auth.py']",0,0.9587691
PROJ-1207,PR-1207,Implement search pagination API endpoint using Redis,Added search pagination API endpoint with Redis,53,69,"['tests/test_auth.py', 'src/logger/logger.py', 'tests/test_user.py', 'tests/test_logger.py']",11,0.96987855
PROJ-1208,PR-1208,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,29,59,"['src/auth/utils.py', 'tests/test_file.py']",0,0.95016724
PROJ-1209,PR-1209,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,165,7,"['src/auth/auth.py', 'tests/test_user.py']",9,0.96890056
PROJ-1210,PR-1210,Implement Redis caching API endpoint using Elasticsearch,Added Redis caching API endpoint with Elasticsearch,22,69,"['src/api/views.py', 'src/auth/auth.py', 'tests/test_logger.py', 'src/search/index.py', 'tests/test_database.py']",18,0.9623204
PROJ-1211,PR-1211,Improve query execution performance using JSONFormatter,Enhanced query execution with JSONFormatter for better performance,94,73,"['tests/test_search.py', 'src/email/sender.py', 'src/database/queries.py']",5,0.96523494
PROJ-1212,PR-1212,Improve logging performance using asyncio,Enhanced logging with asyncio for better performance,64,93,"['src/search/index.py', 'src/database/queries.py', 'tests/test_file.py']",10,0.96698475
PROJ-1213,PR-1213,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,134,30,"['src/api/views.py', 'tests/test_database.py', 'src/pipeline/processor.py', 'tests/test_logger.py', 'tests/test_file.py']",6,0.95660865
PROJ-1214,PR-1214,Resolve session expiry issue in database module,Fixed session expiry in database module,99,58,"['src/email/sender.py', 'tests/test_auth.py', 'src/pipeline/processor.py', 'tests/test_user.py']",5,0.944689
PROJ-1215,PR-1215,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,172,67,"['tests/test_file.py', 'src/database/queries.py']",12,0.9463666
PROJ-1216,PR-1216,Improve file uploads performance using multiprocessing,Enhanced file uploads with multiprocessing for better performance,13,81,"['tests/test_auth.py', 'tests/test_file.py']",19,0.93547964
PROJ-1217,PR-1217,Improve API performance performance using Memcached,Enhanced API performance with Memcached for better performance,59,8,"['src/user/models.py', 'tests/test_file.py', 'tests/test_database.py']",2,0.9682945
PROJ-1218,PR-1218,Improve query execution performance using NumPy,Enhanced query execution with NumPy for better performance,106,38,"['tests/test_auth.py', 'tests/test_pipeline.py', 'src/logger/logger.py', 'src/search/index.py', 'tests/test_database.py']",4,0.9513643
PROJ-1219,PR-1219,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,21,50,['src/search/index.py'],16,0.97024584
PROJ-1220,PR-1220,Improve query execution performance using NumPy,Enhanced query execution with NumPy for better performance,54,54,"['tests/test_auth.py', 'src/api/views.py', 'tests/test_email.py', 'tests/test_database.py', 'src/database/queries.py']",7,0.9513643
PROJ-1221,PR-1221,Resolve null API responses issue in search module,Fixed null API responses in search module,139,34,"['src/pipeline/processor.py', 'tests/test_pipeline.py', 'tests/test_database.py']",20,0.96510553
PROJ-1222,PR-1222,Improve query execution performance using Memcached,Enhanced query execution with Memcached for better performance,22,70,"['tests/test_pipeline.py', 'tests/test_database.py']",11,0.94967175
PROJ-1223,PR-1223,Resolve session expiry issue in email module,Fixed session expiry in email module,43,42,['src/pipeline/processor.py'],7,0.9601321
PROJ-1224,PR-1224,Resolve session expiry issue in file module,Fixed session expiry in file module,68,33,"['src/user/models.py', 'tests/test_search.py', 'tests/test_email.py', 'tests/test_pipeline.py']",7,0.9591682
PROJ-1225,PR-1225,Implement search pagination API endpoint using Elasticsearch,Added search pagination API endpoint with Elasticsearch,164,48,['src/auth/utils.py'],6,0.9592186
PROJ-1226,PR-1226,Improve file uploads performance using multiprocessing,Enhanced file uploads with multiprocessing for better performance,78,22,"['src/pipeline/processor.py', 'tests/test_email.py', 'src/auth/utils.py', 'src/database/queries.py', 'tests/test_logger.py']",3,0.93547964
PROJ-1227,PR-1227,Improve file uploads performance using NumPy,Enhanced file uploads with NumPy for better performance,103,51,"['src/auth/auth.py', 'src/pipeline/processor.py', 'tests/test_api.py']",15,0.93258727
PROJ-1228,PR-1228,Implement email notifications API endpoint using JWT,Added email notifications API endpoint with JWT,19,47,['src/logger/logger.py'],3,0.9478601
PROJ-1229,PR-1229,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,73,99,"['tests/test_email.py', 'src/logger/logger.py']",18,0.95660865
PROJ-1230,PR-1230,Improve API performance performance using NumPy,Enhanced API performance with NumPy for better performance,45,81,"['tests/test_auth.py', 'src/search/index.py', 'src/pipeline/processor.py', 'tests/test_user.py', 'src/logger/logger.py']",20,0.9596853
PROJ-1231,PR-1231,Resolve CSV parsing issue in logger module,Fixed CSV parsing in logger module,61,66,"['src/email/sender.py', 'tests/test_file.py', 'tests/test_database.py']",2,0.95414954
PROJ-1232,PR-1232,Improve data pipeline performance using NumPy,Enhanced data pipeline with NumPy for better performance,45,15,['tests/test_search.py'],4,0.94986725
PROJ-1233,PR-1233,Resolve CSV parsing issue in database module,Minor updates to README and cleanup in unrelated modules,142,61,['tests/test_pipeline.py'],3,0.07055965
PROJ-1234,PR-1234,Implement password reset API endpoint using OAuth,Added password reset API endpoint with OAuth,46,14,"['src/file/uploader.py', 'tests/test_api.py']",12,0.93425876
PROJ-1235,PR-1235,Implement password reset API endpoint using JWT,Added password reset API endpoint with JWT,70,70,"['src/api/views.py', 'tests/test_email.py', 'tests/test_search.py', 'tests/test_database.py', 'tests/test_logger.py']",14,0.9563129
PROJ-1236,PR-1236,Resolve session expiry issue in email module,Fixed session expiry in email module,31,39,['src/auth/utils.py'],17,0.9601321
PROJ-1237,PR-1237,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,128,71,"['tests/test_logger.py', 'src/auth/auth.py']",1,0.9474199
PROJ-1238,PR-1238,Resolve session expiry issue in api module,Fixed session expiry in api module,101,48,"['src/api/views.py', 'src/database/models.py', 'tests/test_pipeline.py']",16,0.95596325
PROJ-1239,PR-1239,Improve logging performance using Memcached,Enhanced logging with Memcached for better performance,149,85,"['src/email/sender.py', 'tests/test_api.py', 'src/file/uploader.py', 'src/database/models.py']",6,0.95759255
PROJ-1240,PR-1277,Improve file uploads performance using asyncio,Fixed null API responses in file module,200,51,"['tests/test_api.py', 'src/search/index.py', 'src/api/views.py', 'tests/test_logger.py']",7,0.2973082
PROJ-1240,PR-1240,Improve file uploads performance using asyncio,Enhanced file uploads with asyncio for better performance,16,97,"['tests/test_database.py', 'src/pipeline/processor.py', 'src/email/sender.py']",2,0.9644438
PROJ-1241,PR-1241,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,154,79,"['tests/test_file.py', 'tests/test_auth.py', 'src/search/index.py', 'src/auth/auth.py']",14,0.962519
PROJ-1242,PR-1242,Implement search pagination API endpoint using Elasticsearch,Added search pagination API endpoint with Elasticsearch,133,87,"['tests/test_auth.py', 'src/user/models.py', 'tests/test_logger.py']",18,0.9592186
PROJ-1243,PR-1243,Resolve null API responses issue in auth module,Fixed null API responses in auth module,172,26,"['tests/test_logger.py', 'src/logger/logger.py', 'src/database/queries.py', 'tests/test_database.py']",20,0.9580464
PROJ-1244,PR-1244,Implement email notifications API endpoint using Elasticsearch,Added email notifications API endpoint with Elasticsearch,107,94,"['src/email/sender.py', 'src/api/views.py', 'tests/test_user.py']",18,0.9590124
PROJ-1245,PR-1245,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,106,39,"['src/pipeline/processor.py', 'tests/test_search.py', 'tests/test_logger.py', 'src/logger/logger.py']",15,0.95660865
PROJ-1246,PR-1246,Resolve SQL injection issue in logger module,Fixed SQL injection in logger module,65,29,['tests/test_search.py'],12,0.9452263
PROJ-1247,PR-1247,Implement search pagination API endpoint using JWT,Added search pagination API endpoint with JWT,142,83,"['src/logger/logger.py', 'tests/test_user.py', 'src/email/sender.py']",15,0.97025126
PROJ-1248,PR-1248,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,128,43,['tests/test_email.py'],13,0.9463666
PROJ-1249,PR-1249,Resolve database timeouts issue in database module,Fixed database timeouts in database module,26,72,['tests/test_file.py'],0,0.9608567
PROJ-1250,PR-1250,Implement Redis caching API endpoint using Redis,Added Redis caching API endpoint with Redis,132,16,"['src/user/models.py', 'src/pipeline/processor.py']",0,0.9495712
PROJ-1251,PR-1251,Resolve session expiry issue in search module,Fixed session expiry in search module,61,84,"['src/api/views.py', 'src/auth/utils.py', 'tests/test_search.py', 'tests/test_pipeline.py']",15,0.96001196
PROJ-1252,PR-1252,Improve logging performance using JSONFormatter,Enhanced logging with JSONFormatter for better performance,21,46,"['tests/test_email.py', 'src/search/index.py', 'src/pipeline/processor.py', 'src/file/uploader.py']",12,0.9625071
PROJ-1253,PR-1253,Resolve session expiry issue in user module,Fixed session expiry in user module,120,5,['src/auth/auth.py'],19,0.9502952
PROJ-1254,PR-1254,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,181,22,"['tests/test_auth.py', 'src/email/sender.py', 'src/auth/auth.py', 'src/database/queries.py']",17,0.9474199
PROJ-1255,PR-1255,Resolve database timeouts issue in database module,Fixed database timeouts in database module,25,85,"['src/api/views.py', 'src/user/models.py', 'src/auth/utils.py', 'src/database/queries.py', 'src/email/sender.py']",11,0.9608567
PROJ-1256,PR-1256,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,108,54,"['tests/test_pipeline.py', 'tests/test_user.py', 'src/email/sender.py', 'tests/test_search.py']",0,0.9689003
PROJ-1257,PR-1257,Implement search pagination API endpoint using Redis,Added search pagination API endpoint with Redis,28,77,['src/search/index.py'],20,0.96987855
PROJ-1258,PR-1258,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,86,13,['src/auth/auth.py'],13,0.9689003
PROJ-1259,PR-1259,Resolve null API responses issue in database module,Fixed null API responses in database module,185,21,"['tests/test_database.py', 'src/user/models.py']",13,0.94854873
PROJ-1260,PR-1260,Implement Redis caching API endpoint using JWT,Added Redis caching API endpoint with JWT,50,76,"['tests/test_email.py', 'tests/test_logger.py']",13,0.9649875
PROJ-1261,PR-1261,Improve file uploads performance using asyncio,Enhanced file uploads with asyncio for better performance,65,44,"['src/file/uploader.py', 'tests/test_database.py', 'tests/test_pipeline.py']",14,0.9644438
PROJ-1262,PR-1262,Resolve database timeouts issue in file module,Fixed database timeouts in file module,94,28,"['tests/test_pipeline.py', 'tests/test_email.py', 'src/api/views.py', 'tests/test_file.py']",7,0.97397155
PROJ-1263,PR-1263,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,138,39,"['tests/test_api.py', 'tests/test_logger.py', 'src/auth/auth.py']",0,0.9463666
PROJ-1264,PR-1264,Resolve null API responses issue in email module,Fixed null API responses in email module,165,80,"['src/pipeline/processor.py', 'tests/test_pipeline.py', 'src/database/models.py', 'src/user/models.py']",4,0.9569799
PROJ-1265,PR-1265,Implement search pagination API endpoint using OAuth,Added search pagination API endpoint with OAuth,124,9,"['tests/test_email.py', 'src/database/queries.py', 'src/auth/auth.py', 'tests/test_search.py', 'tests/test_api.py']",2,0.9672997
PROJ-1266,PR-1266,Improve logging performance using multiprocessing,Enhanced logging with multiprocessing for better performance,148,33,"['src/email/sender.py', 'src/user/models.py', 'src/api/views.py', 'tests/test_database.py', 'src/pipeline/processor.py']",10,0.9587691
PROJ-1267,PR-1267,Implement Redis caching API endpoint using Redis,Added Redis caching API endpoint with Redis,107,77,['src/search/index.py'],5,0.9495712
PROJ-1268,PR-1268,Resolve SQL injection issue in email module,Fixed SQL injection in email module,140,74,"['src/auth/auth.py', 'src/api/views.py', 'tests/test_logger.py']",0,0.9446541
PROJ-1269,PR-1269,Resolve SQL injection issue in file module,Fixed SQL injection in file module,79,79,"['src/auth/utils.py', 'src/auth/auth.py', 'tests/test_logger.py']",1,0.9471513
PROJ-1270,PR-1270,Resolve SQL injection issue in auth module,Fixed SQL injection in auth module,73,34,"['src/pipeline/processor.py', 'src/logger/logger.py', 'tests/test_email.py', 'tests/test_search.py', 'src/auth/utils.py']",7,0.94675475
PROJ-1271,PR-1271,Implement password reset API endpoint using JWT,Added password reset API endpoint with JWT,40,30,['tests/test_api.py'],7,0.9563129
PROJ-1272,PR-1272,Resolve database timeouts issue in search module,Fixed database timeouts in search module,56,46,"['src/email/sender.py', 'tests/test_file.py', 'src/auth/utils.py', 'tests/test_email.py', 'src/pipeline/processor.py']",11,0.9779291
PROJ-1273,PR-1273,Implement user authentication API endpoint using JWT,Added user authentication API endpoint with JWT,140,24,['tests/test_email.py'],10,0.9331681
PROJ-1273,PR-1328,Implement user authentication API endpoint using JWT,Enhanced data pipeline with NumPy for better performance,65,99,"['src/database/queries.py', 'src/file/uploader.py', 'tests/test_file.py']",10,-0.06401983
PROJ-1274,PR-1274,Improve API performance performance using JSONFormatter,Enhanced API performance with JSONFormatter for better performance,143,29,"['src/user/models.py', 'tests/test_logger.py', 'src/database/models.py', 'tests/test_user.py', 'src/database/queries.py']",1,0.9698429
PROJ-1275,PR-1275,Resolve session expiry issue in user module,Fixed session expiry in user module,58,75,"['tests/test_pipeline.py', 'src/email/sender.py']",16,0.9502952
PROJ-1276,PR-1276,Improve logging performance using JSONFormatter,Enhanced logging with JSONFormatter for better performance,44,16,['tests/test_database.py'],6,0.9625071
PROJ-1278,PR-1278,Improve file uploads performance using asyncio,Enhanced file uploads with asyncio for better performance,107,44,"['src/file/uploader.py', 'src/search/index.py', 'src/auth/utils.py', 'src/database/models.py', 'src/pipeline/processor.py']",13,0.9644438
PROJ-1279,PR-1279,Resolve null API responses issue in email module,Fixed null API responses in email module,111,72,"['tests/test_pipeline.py', 'src/database/queries.py']",2,0.9569799
PROJ-1280,PR-1280,Resolve CSV parsing issue in file module,Fixed CSV parsing in file module,27,49,"['src/file/uploader.py', 'src/email/sender.py']",9,0.93534607
PROJ-1281,PR-1281,Resolve SQL injection issue in file module,Fixed SQL injection in file module,35,91,"['src/email/sender.py', 'tests/test_api.py']",16,0.9471513
PROJ-1282,PR-1282,Improve data pipeline performance using NumPy,Minor updates to README and cleanup in unrelated modules,54,31,"['src/auth/utils.py', 'tests/test_auth.py', 'src/logger/logger.py', 'src/search/index.py', 'tests/test_search.py']",10,0.120073736
PROJ-1283,PR-1283,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,69,22,"['tests/test_search.py', 'tests/test_database.py']",11,0.95660865
PROJ-1284,PR-1284,Implement email notifications API endpoint using Redis,Added email notifications API endpoint with Redis,65,21,"['src/auth/utils.py', 'src/database/models.py', 'src/email/sender.py', 'tests/test_user.py']",8,0.95010495
PROJ-1285,PR-1285,Implement password reset API endpoint using smtplib,Added password reset API endpoint with smtplib,20,36,"['tests/test_auth.py', 'src/file/uploader.py']",19,0.95721257
PROJ-1286,PR-1286,Resolve database timeouts issue in search module,Fixed database timeouts in search module,93,80,"['tests/test_api.py', 'src/user/models.py', 'src/database/queries.py', 'tests/test_user.py', 'src/auth/utils.py']",2,0.9779291
PROJ-1287,PR-1287,Implement password reset API endpoint using smtplib,Added password reset API endpoint with smtplib,99,26,"['tests/test_file.py', 'tests/test_auth.py']",17,0.95721257
PROJ-1288,PR-1288,Implement password reset API endpoint using smtplib,Added password reset API endpoint with smtplib,113,19,['src/file/uploader.py'],0,0.95721257
PROJ-1289,PR-1289,Improve API performance performance using Memcached,Enhanced API performance with Memcached for better performance,100,32,"['tests/test_user.py', 'tests/test_pipeline.py', 'tests/test_api.py']",15,0.9682945
PROJ-1290,PR-1290,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,117,30,"['src/user/models.py', 'src/file/uploader.py', 'tests/test_email.py']",16,0.9477899
PROJ-1291,PR-1291,Resolve SQL injection issue in api module,Fixed SQL injection in api module,20,11,"['tests/test_api.py', 'tests/test_search.py', 'tests/test_auth.py', 'tests/test_file.py', 'src/api/views.py']",18,0.9283664
PROJ-1292,PR-1292,Resolve CSV parsing issue in logger module,Fixed CSV parsing in logger module,77,60,['tests/test_database.py'],12,0.95414954
PROJ-1293,PR-1293,Resolve null API responses issue in search module,Fixed null API responses in search module,109,20,['src/file/uploader.py'],5,0.96510553
